REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,GeoUID,Hierarchy for GEO,Classification Code for Labour force characteristics,Hierarchy for Labour force characteristics,Classification Code for Statistics,Hierarchy for Statistics,Classification Code for Data type,Hierarchy for Data type,val_norm,Date,Labour force characteristics,Statistics,Data type
2010-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,98.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,98400,2010-02-01,Unemployment,Estimate,Seasonally adjusted
2010-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.076,2010-02-01,Unemployment rate,Estimate,Seasonally adjusted
2010-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,102.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,102300,2010-03-01,Unemployment,Estimate,Seasonally adjusted
2010-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.08,2010-03-01,Unemployment rate,Estimate,Seasonally adjusted
2010-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,99.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,99500,2010-04-01,Unemployment,Estimate,Seasonally adjusted
2010-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.078,2010-04-01,Unemployment rate,Estimate,Seasonally adjusted
2010-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,99.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,99700,2010-05-01,Unemployment,Estimate,Seasonally adjusted
2010-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.078,2010-05-01,Unemployment rate,Estimate,Seasonally adjusted
2010-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,101.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,101400,2010-06-01,Unemployment,Estimate,Seasonally adjusted
2010-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.079,2010-06-01,Unemployment rate,Estimate,Seasonally adjusted
2010-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,93.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,93700,2010-07-01,Unemployment,Estimate,Seasonally adjusted
2010-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2010-07-01,Unemployment rate,Estimate,Seasonally adjusted
2010-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,90.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,90700,2010-08-01,Unemployment,Estimate,Seasonally adjusted
2010-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07,2010-08-01,Unemployment rate,Estimate,Seasonally adjusted
2010-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,100.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,100600,2010-09-01,Unemployment,Estimate,Seasonally adjusted
2010-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.077,2010-09-01,Unemployment rate,Estimate,Seasonally adjusted
2010-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,94.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,94900,2010-10-01,Unemployment,Estimate,Seasonally adjusted
2010-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.073,2010-10-01,Unemployment rate,Estimate,Seasonally adjusted
2010-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,83.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,83300,2010-11-01,Unemployment,Estimate,Seasonally adjusted
2010-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.064,2010-11-01,Unemployment rate,Estimate,Seasonally adjusted
2010-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,93.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,93300,2010-12-01,Unemployment,Estimate,Seasonally adjusted
2010-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.071,2010-12-01,Unemployment rate,Estimate,Seasonally adjusted
2011-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,98.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,98500,2011-01-01,Unemployment,Estimate,Seasonally adjusted
2011-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.075,2011-01-01,Unemployment rate,Estimate,Seasonally adjusted
2011-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,120.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,120500,2011-02-01,Unemployment,Estimate,Seasonally adjusted
2011-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,9.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.091,2011-02-01,Unemployment rate,Estimate,Seasonally adjusted
2011-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,106.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,106300,2011-03-01,Unemployment,Estimate,Seasonally adjusted
2011-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,8.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.081,2011-03-01,Unemployment rate,Estimate,Seasonally adjusted
2011-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,111.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,111500,2011-04-01,Unemployment,Estimate,Seasonally adjusted
2011-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,8.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.084,2011-04-01,Unemployment rate,Estimate,Seasonally adjusted
2011-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,95.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,95500,2011-05-01,Unemployment,Estimate,Seasonally adjusted
2011-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.073,2011-05-01,Unemployment rate,Estimate,Seasonally adjusted
2011-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,94,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,94000,2011-06-01,Unemployment,Estimate,Seasonally adjusted
2011-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2011-06-01,Unemployment rate,Estimate,Seasonally adjusted
2011-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,97.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,97100,2011-07-01,Unemployment,Estimate,Seasonally adjusted
2011-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.075,2011-07-01,Unemployment rate,Estimate,Seasonally adjusted
2011-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,102.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,102200,2011-08-01,Unemployment,Estimate,Seasonally adjusted
2011-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.078,2011-08-01,Unemployment rate,Estimate,Seasonally adjusted
2011-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,89,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,89000,2011-09-01,Unemployment,Estimate,Seasonally adjusted
2011-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.066,2011-09-01,Unemployment rate,Estimate,Seasonally adjusted
2011-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,89.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,89400,2011-10-01,Unemployment,Estimate,Seasonally adjusted
2011-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.067,2011-10-01,Unemployment rate,Estimate,Seasonally adjusted
2011-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,99,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,99000,2011-11-01,Unemployment,Estimate,Seasonally adjusted
2011-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07400000000000001,2011-11-01,Unemployment rate,Estimate,Seasonally adjusted
2011-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,96.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,96100,2011-12-01,Unemployment,Estimate,Seasonally adjusted
2011-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2011-12-01,Unemployment rate,Estimate,Seasonally adjusted
2012-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,90.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,90700,2012-01-01,Unemployment,Estimate,Seasonally adjusted
2012-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.068,2012-01-01,Unemployment rate,Estimate,Seasonally adjusted
2012-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,86.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,86900,2012-02-01,Unemployment,Estimate,Seasonally adjusted
2012-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.065,2012-02-01,Unemployment rate,Estimate,Seasonally adjusted
2012-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,86.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,86700,2012-03-01,Unemployment,Estimate,Seasonally adjusted
2012-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.065,2012-03-01,Unemployment rate,Estimate,Seasonally adjusted
2012-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,80.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,80200,2012-04-01,Unemployment,Estimate,Seasonally adjusted
2012-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.06,2012-04-01,Unemployment rate,Estimate,Seasonally adjusted
2012-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,99.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,99200,2012-05-01,Unemployment,Estimate,Seasonally adjusted
2012-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.073,2012-05-01,Unemployment rate,Estimate,Seasonally adjusted
2012-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,93.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,93300,2012-06-01,Unemployment,Estimate,Seasonally adjusted
2012-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.069,2012-06-01,Unemployment rate,Estimate,Seasonally adjusted
2012-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,94.7,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,94700,2012-07-01,Unemployment,Estimate,Seasonally adjusted
2012-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07,2012-07-01,Unemployment rate,Estimate,Seasonally adjusted
2012-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,92.8,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,92800,2012-08-01,Unemployment,Estimate,Seasonally adjusted
2012-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.069,2012-08-01,Unemployment rate,Estimate,Seasonally adjusted
2012-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,98.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,98300,2012-09-01,Unemployment,Estimate,Seasonally adjusted
2012-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.073,2012-09-01,Unemployment rate,Estimate,Seasonally adjusted
2012-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,97.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,97100,2012-10-01,Unemployment,Estimate,Seasonally adjusted
2012-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2012-10-01,Unemployment rate,Estimate,Seasonally adjusted
2012-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,98.2,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,98200,2012-11-01,Unemployment,Estimate,Seasonally adjusted
2012-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.073,2012-11-01,Unemployment rate,Estimate,Seasonally adjusted
2012-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,89.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,89100,2012-12-01,Unemployment,Estimate,Seasonally adjusted
2012-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.7,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.067,2012-12-01,Unemployment rate,Estimate,Seasonally adjusted
2013-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,94.4,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,94400,2013-01-01,Unemployment,Estimate,Seasonally adjusted
2013-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.071,2013-01-01,Unemployment rate,Estimate,Seasonally adjusted
2013-02,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,85,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,85000,2013-02-01,Unemployment,Estimate,Seasonally adjusted
2013-02,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.3,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.063,2013-02-01,Unemployment rate,Estimate,Seasonally adjusted
2013-03,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,97.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,97500,2013-03-01,Unemployment,Estimate,Seasonally adjusted
2013-03,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.07200000000000001,2013-03-01,Unemployment rate,Estimate,Seasonally adjusted
2013-04,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,93,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,93000,2013-04-01,Unemployment,Estimate,Seasonally adjusted
2013-04,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.069,2013-04-01,Unemployment rate,Estimate,Seasonally adjusted
2013-05,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,79.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,79900,2013-05-01,Unemployment,Estimate,Seasonally adjusted
2013-05,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.06,2013-05-01,Unemployment rate,Estimate,Seasonally adjusted
2013-06,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,88.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,88600,2013-06-01,Unemployment,Estimate,Seasonally adjusted
2013-06,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.6,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.066,2013-06-01,Unemployment rate,Estimate,Seasonally adjusted
2013-07,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,95.6,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,95600,2013-07-01,Unemployment,Estimate,Seasonally adjusted
2013-07,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,7.1,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.071,2013-07-01,Unemployment rate,Estimate,Seasonally adjusted
2013-08,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,92.3,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,92300,2013-08-01,Unemployment,Estimate,Seasonally adjusted
2013-08,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.8,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.068,2013-08-01,Unemployment rate,Estimate,Seasonally adjusted
2013-09,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,86,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,86000,2013-09-01,Unemployment,Estimate,Seasonally adjusted
2013-09,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.064,2013-09-01,Unemployment rate,Estimate,Seasonally adjusted
2013-10,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,81.9,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,81900,2013-10-01,Unemployment,Estimate,Seasonally adjusted
2013-10,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.2,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.062,2013-10-01,Unemployment rate,Estimate,Seasonally adjusted
2013-11,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,88.1,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,88100,2013-11-01,Unemployment,Estimate,Seasonally adjusted
2013-11,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.5,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.065,2013-11-01,Unemployment rate,Estimate,Seasonally adjusted
2013-12,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,88,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,88000,2013-12-01,Unemployment,Estimate,Seasonally adjusted
2013-12,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,6.4,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.064,2013-12-01,Unemployment rate,Estimate,Seasonally adjusted
2014-01,"Vancouver, British Columbia",2016S050359933,Persons,249,thousands,3,v1235049783,3.4.1.1,80.5,NA,NA,NA,1,59933,3,NA,1.2.4,NA,1,NA,1,80500,2014-01-01,Unemployment,Estimate,Seasonally adjusted
2014-01,"Vancouver, British Columbia",2016S050359933,Percentage,242,units,0,v1235049788,3.5.1.1,5.9,NA,NA,NA,1,59933,3,NA,5,NA,1,NA,1,0.059000000000000004,2014-01-01,Unemployment rate,Estimate,Seasonally adjusted
